gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,PaperlessBilling,MonthlyCharges,TotalCharges,Churn,ChargeRatio,ServiceCount,HasPhoneService,HasInternetService,MultipleLines_Yes,MultipleLines_No,OnlineSecurity_Yes,OnlineSecurity_No,OnlineBackup_Yes,OnlineBackup_No,DeviceProtection_Yes,DeviceProtection_No,TechSupport_Yes,TechSupport_No,StreamingTV_Yes,StreamingTV_No,StreamingMovies_Yes,StreamingMovies_No,InternetService_Fiber optic,InternetService_No,Contract_One year,Contract_Two year,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,TenureBucket_13-24_months,TenureBucket_25-48_months,TenureBucket_49+_months
0,0,0,0,3,1,0,19.85,63.75,1,0.9341176470588236,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,True,False,False,False,False,True,False,False,False
0,0,0,0,63,1,0,98.0,6218.45,0,0.9928519164743627,6,1,1,1,0,1,0,1,0,1,0,0,1,1,0,0,1,True,False,False,True,True,False,False,False,False,True
1,1,0,0,3,1,1,79.9,260.9,1,0.918742813338444,2,1,1,0,1,0,1,0,1,0,1,0,1,1,0,0,1,True,False,False,False,False,True,False,False,False,False
1,0,1,0,68,1,1,107.7,7320.9,0,1.0003688071138794,7,1,1,1,0,1,0,1,0,0,1,1,0,1,0,1,0,True,False,False,False,False,True,False,False,False,True
0,1,0,0,30,1,1,99.7,2967.35,1,1.0079700743087268,5,1,1,1,0,0,1,1,0,0,1,0,1,1,0,1,0,True,False,False,False,False,True,False,False,True,False
0,0,0,0,60,1,0,104.7,6333.8,0,0.9918216552464555,6,1,1,1,0,0,1,1,0,1,0,0,1,1,0,1,0,True,False,False,True,False,True,False,False,False,True
1,0,0,0,15,1,1,58.6,939.7,1,0.9354049164627009,4,1,1,1,0,0,1,1,0,0,1,1,0,0,1,0,1,False,False,False,False,True,False,False,True,False,False
1,1,0,0,45,1,1,93.9,4200.25,0,1.0060115469317303,4,1,1,1,0,0,1,0,1,0,1,0,1,1,0,1,0,True,False,False,False,False,False,False,False,True,False
0,0,1,0,70,1,0,86.45,5950.2,0,1.0170246378273,7,1,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,False,False,False,True,True,False,False,False,False,True
1,0,1,0,10,1,1,98.5,1037.75,1,0.9491688749698868,5,1,1,1,0,0,1,0,1,1,0,0,1,1,0,1,0,True,False,False,False,False,True,False,False,False,False
1,0,0,0,4,1,0,19.4,93.4,0,0.8308351177730191,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,True,False,False,False,False,True,False,False,False
0,0,0,0,1,1,1,50.45,50.45,1,1.0,2,1,1,0,1,0,1,0,1,1,0,0,1,0,1,0,1,False,False,False,False,False,False,True,False,False,False
0,0,1,0,68,1,1,24.95,1614.9,0,1.0505913678865564,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,False,True,False,True,True,False,False,False,False,True
1,0,1,1,22,1,0,75.0,1573.95,0,1.0483179262365385,2,1,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,True,False,False,False,False,False,False,True,False,False
1,0,1,1,38,1,1,94.65,3624.3,1,0.9923847363628839,5,1,1,1,0,0,1,1,0,1,0,0,1,1,0,0,1,True,False,False,False,False,True,False,False,True,False
0,0,0,0,1,1,1,100.25,100.25,1,1.0,5,1,1,1,0,0,1,1,0,0,1,0,1,1,0,1,0,True,False,False,False,True,False,False,False,False,False
1,0,1,0,18,1,0,78.2,1468.75,0,0.9583659574468086,3,1,1,0,1,0,1,0,1,1,0,1,0,0,1,0,1,True,False,False,False,False,True,False,True,False,False
1,0,0,0,29,1,1,94.2,2607.6,0,1.047630004601933,4,1,1,0,1,0,1,0,1,0,1,1,0,1,0,1,0,True,False,False,False,False,True,False,False,True,False
0,0,0,0,16,1,1,88.45,1422.1,1,0.9951480205330147,4,1,1,1,0,0,1,0,1,1,0,0,1,0,1,1,0,True,False,False,False,False,True,False,True,False,False
1,0,0,0,1,1,1,69.85,69.85,1,1.0,1,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,True,False,False,False,False,True,False,False,False,False
1,0,0,0,12,1,0,81.7,858.6,1,1.1418588399720475,3,1,1,0,1,1,0,0,1,1,0,0,1,0,1,0,1,True,False,False,False,False,False,False,False,False,False
1,0,0,0,31,0,1,50.05,1523.4,0,1.0184784035709595,3,0,1,0,0,0,1,0,1,1,0,0,1,1,0,1,0,False,False,True,False,False,True,False,False,True,False
1,0,0,0,4,1,1,79.9,324.3,1,0.9855072463768116,2,1,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,True,False,False,False,False,True,False,False,False,False
0,0,1,0,48,1,1,69.55,3435.6,0,0.971707998602864,5,1,1,1,0,0,1,0,1,1,0,1,0,0,1,1,0,False,False,True,False,False,False,True,False,True,False
0,0,0,0,15,1,1,25.4,399.6,1,0.9534534534534534,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,False,True,False,False,True,False,False,True,False,False
1,0,0,0,50,1,1,90.1,4549.45,0,0.9902295881919793,5,1,1,0,1,1,0,1,0,1,0,1,0,0,1,0,1,True,False,True,False,True,False,False,False,False,True
1,0,0,0,7,1,1,44.65,322.5,0,0.9691472868217055,1,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,False,False,False,False,False,False,False,False,False,False
1,1,1,0,41,1,1,83.75,3273.55,1,1.0489376976065738,4,1,1,1,0,1,0,0,1,1,0,0,1,0,1,0,1,True,False,False,False,False,False,False,False,True,False
1,0,1,1,68,1,0,80.35,5375.15,0,1.0164925629982418,3,1,1,0,1,1,0,0,1,1,0,0,1,0,1,0,1,True,False,False,True,True,False,False,False,False,True
0,1,1,0,26,1,1,98.1,2510.7,0,1.015891982315689,5,1,1,1,0,0,1,0,1,1,0,0,1,1,0,1,0,True,False,False,False,False,False,False,False,True,False
1,0,0,0,57,0,0,53.35,3090.05,0,0.9841102894775166,4,0,1,0,0,0,1,0,1,1,0,1,0,1,0,1,0,False,False,False,True,True,False,False,False,False,True
0,0,0,0,3,1,0,19.55,61.05,0,0.9606879606879608,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,True,False,False,False,True,False,False,False,False
0,0,0,0,1,1,0,20.9,20.9,1,1.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,True,False,False,False,False,True,False,False,False
1,0,1,1,19,1,1,48.95,955.6,0,0.9732628714943492,2,1,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,False,False,True,False,False,False,False,True,False,False
0,0,0,0,3,1,1,54.2,140.4,0,1.1581196581196582,2,1,1,0,1,0,1,0,1,0,1,0,1,1,0,0,1,False,False,False,False,False,True,False,False,False,False
0,0,0,0,59,1,0,24.45,1493.1,0,0.9661442636126181,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,False,True,False,True,False,True,False,False,False,True
0,0,1,0,1,1,1,69.4,69.4,1,1.0,1,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,True,False,False,False,False,False,True,False,False,False
1,0,1,0,42,0,1,40.15,1626.05,0,1.037052981150641,2,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,1,False,False,False,False,False,False,False,False,True,False
0,0,0,0,7,1,1,74.9,541.15,1,0.9688626074101452,2,1,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,True,False,False,False,False,True,False,False,False,False
1,0,1,0,67,1,0,25.6,1784.9,0,0.9609501932881394,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,False,True,False,True,True,False,False,False,False,True
1,0,0,0,1,1,1,70.35,70.35,0,1.0,1,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,True,False,False,False,False,True,False,False,False,False
1,0,1,0,66,1,0,91.7,6075.9,0,0.9960993433071644,8,1,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,False,False,False,True,False,False,False,False,False,True
0,0,0,0,61,1,0,89.2,5500.6,0,0.9892011780533032,4,1,1,1,0,0,1,0,1,1,0,0,1,0,1,1,0,True,False,False,False,False,False,True,False,False,True
1,0,1,1,4,1,0,24.1,73.1,0,1.3187414500683996,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,False,True,True,False,True,False,False,False,False,False
0,1,1,0,42,1,1,74.15,3229.4,1,0.9643587044032947,2,1,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,True,False,False,False,True,False,False,False,True,False
0,0,1,1,64,1,1,53.85,3399.85,0,1.013691780519729,3,1,1,1,0,0,1,1,0,0,1,0,1,0,1,0,1,False,False,True,False,False,False,False,False,False,True
0,1,1,0,54,1,1,115.6,6431.05,0,0.9706657544257935,8,1,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,True,False,True,False,False,False,False,False,False,True
1,0,0,0,1,1,1,19.75,19.75,0,1.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,True,False,False,True,False,False,False,False,False
1,0,1,1,54,1,1,24.05,1230.9,0,1.0550816475749452,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,False,True,False,True,False,False,False,False,False,True
0,0,0,1,18,1,0,25.3,454.65,0,1.0016496205872651,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,False,True,False,True,True,False,False,True,False,False
1,0,0,0,3,1,0,84.3,235.05,0,1.075941289087428,3,1,1,0,1,0,1,1,0,0,1,0,1,0,1,1,0,True,False,False,False,False,True,False,False,False,False
0,0,0,0,1,1,1,70.1,70.1,1,1.0,1,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,True,False,False,False,False,True,False,False,False,False
0,0,1,1,72,1,0,89.75,6595.9,0,0.9796995103018542,8,1,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,False,False,False,True,True,False,False,False,False,True
1,1,1,0,60,1,1,97.95,5867.0,0,1.0017044486108744,5,1,1,0,1,0,1,1,0,1,0,0,1,1,0,1,0,True,False,True,False,False,True,False,False,False,True
0,0,1,1,11,1,1,20.0,196.35,0,1.1204481792717087,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,True,True,False,False,False,True,False,False,False
0,0,0,1,12,1,1,78.3,909.25,1,1.0333791586472367,3,1,1,1,0,1,0,0,1,0,1,0,1,0,1,0,1,True,False,False,False,False,True,False,False,False,False
1,0,1,1,61,1,0,103.9,6449.15,0,0.9827496646844934,6,1,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,True,False,True,False,True,False,False,False,False,True
0,0,0,0,39,1,0,20.7,762.45,0,1.0588235294117645,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,True,False,True,True,False,False,False,True,False
1,0,0,0,55,1,1,96.8,5283.95,1,1.0075795569602286,4,1,1,1,0,0,1,0,1,0,1,0,1,1,0,1,0,True,False,False,False,False,True,False,False,False,True
0,0,0,0,17,1,1,94.4,1617.5,1,0.9921483771251933,5,1,1,1,0,1,0,1,0,0,1,0,1,1,0,0,1,True,False,False,False,False,True,False,True,False,False
1,0,0,0,37,1,0,20.15,785.75,0,0.9488386891504931,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,True,True,False,True,False,False,False,True,False
0,0,1,0,72,1,1,26.0,1776.0,0,1.054054054054054,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,False,True,False,True,False,False,True,False,False,True
1,1,1,0,72,1,0,77.35,5396.25,0,1.0320500347463517,6,1,1,1,0,0,1,1,0,1,0,1,0,1,0,0,1,False,False,False,True,True,False,False,False,False,True
0,0,0,0,8,1,0,66.05,574.5,0,0.9197563098346387,4,1,1,0,1,1,0,0,1,0,1,1,0,0,1,1,0,False,False,False,False,False,False,False,False,False,False
0,0,1,1,22,1,0,19.9,400.3,0,1.0936797401948537,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,True,False,False,False,False,True,True,False,False
0,0,0,0,1,1,0,84.3,84.3,1,1.0,3,1,1,0,1,0,1,1,0,0,1,0,1,1,0,0,1,True,False,False,False,False,True,False,False,False,False
0,0,0,0,38,1,0,68.15,2656.3,0,0.9749275307758913,5,1,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,False,False,False,False,True,False,False,False,True,False
1,0,0,1,17,1,0,80.85,1445.95,0,0.9505515405096994,6,1,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,False,False,True,False,False,True,False,True,False,False
0,1,0,0,70,1,1,75.5,5212.65,0,1.0138796965075347,6,1,1,1,0,0,1,1,0,1,0,1,0,1,0,0,1,False,False,False,True,False,False,False,False,False,True
0,1,1,1,72,1,0,92.45,6440.25,1,1.033562361709561,8,1,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,False,False,False,True,True,False,False,False,False,True
0,0,0,0,28,1,1,80.6,2244.95,0,1.0052785139980847,2,1,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,True,False,False,False,False,True,False,False,True,False
0,0,0,0,15,1,1,83.2,1130.0,0,1.104424778761062,3,1,1,0,1,0,1,1,0,0,1,0,1,1,0,0,1,True,False,False,False,False,False,False,True,False,False
1,0,1,1,72,1,1,87.55,6463.15,0,0.9753138949273961,8,1,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,False,False,False,True,False,False,False,False,False,True
0,1,1,0,11,1,1,99.55,1131.2,1,0.9680427864214992,5,1,1,1,0,0,1,0,1,1,0,0,1,1,0,1,0,True,False,False,False,False,True,False,False,False,False
1,1,0,0,8,1,1,81.25,585.95,1,1.1093096680604146,3,1,1,1,0,0,1,0,1,1,0,0,1,0,1,0,1,True,False,False,False,False,True,False,False,False,False
0,0,1,0,57,1,1,109.4,6252.7,0,0.9972971676235867,7,1,1,1,0,0,1,1,0,1,0,1,0,1,0,1,0,True,False,True,False,False,False,False,False,False,True
1,0,1,1,1,1,0,19.95,19.95,1,1.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,True,False,False,False,False,False,False,False,False
0,0,1,0,46,0,0,45.55,2062.15,0,1.0160754552287659,3,0,1,0,0,1,0,1,0,0,1,0,1,1,0,0,1,False,False,False,False,False,True,False,False,True,False
1,0,1,0,30,1,0,20.7,587.1,0,1.0577414409810935,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,True,True,False,True,False,False,False,True,False
1,1,1,0,10,1,0,75.3,720.45,0,1.045180095773475,2,1,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,True,False,False,False,False,True,False,False,False,False
1,0,1,0,23,1,1,99.25,2186.4,1,1.0440678741309914,6,1,1,1,0,1,0,1,0,1,0,0,1,1,0,0,1,True,False,False,False,False,True,False,True,False,False
1,0,0,0,32,1,1,93.4,2979.3,0,1.0031886684791729,5,1,1,0,1,1,0,1,0,1,0,0,1,0,1,1,0,True,False,False,False,True,False,False,False,True,False
1,0,0,0,13,1,1,73.75,956.65,0,1.0021951601944286,2,1,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,True,False,False,False,True,False,False,True,False,False
0,0,0,0,39,1,1,80.45,3201.55,1,0.980009682809889,3,1,1,0,1,0,1,0,1,1,0,1,0,0,1,0,1,True,False,False,True,False,True,False,False,True,False
0,0,0,0,44,1,1,88.15,3973.2,0,0.9761904761904763,4,1,1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,True,False,False,False,True,False,False,False,True,False
1,1,0,0,9,1,0,49.2,447.9,0,0.9886135298057603,2,1,1,0,1,0,1,0,1,0,1,1,0,0,1,0,1,False,False,False,False,False,False,True,False,False,False
0,0,1,0,67,1,0,19.65,1335.2,0,0.986032055122828,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,True,False,True,False,False,True,False,False,True
1,0,1,1,9,1,1,79.35,661.25,1,1.08,3,1,1,1,0,0,1,0,1,1,0,0,1,0,1,0,1,True,False,False,False,False,False,False,False,False,False
0,0,0,0,15,1,1,79.75,1111.85,1,1.0759095201690876,3,1,1,1,0,0,1,1,0,0,1,0,1,0,1,0,1,True,False,False,False,False,True,False,True,False,False
0,0,1,0,71,1,1,105.15,7555.0,0,0.9881733951025812,6,1,1,1,0,0,1,1,0,1,0,0,1,1,0,1,0,True,False,False,True,False,False,False,False,False,True
1,0,0,0,1,1,0,49.0,49.0,0,1.0,2,1,1,0,1,0,1,0,1,0,1,1,0,0,1,0,1,False,False,False,False,True,False,False,False,False,False
0,0,1,1,30,1,1,100.05,3046.15,1,0.9853421532097894,5,1,1,1,0,0,1,0,1,1,0,0,1,1,0,1,0,True,False,False,False,False,True,False,False,True,False
1,0,0,0,1,1,1,69.35,69.35,1,1.0,1,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,True,False,False,False,False,True,False,False,False,False
1,0,1,0,17,0,1,49.8,836.35,0,1.012255634602738,3,0,1,0,0,0,1,1,0,0,1,0,1,1,0,1,0,False,False,False,False,False,False,True,True,False,False
0,0,0,0,3,1,0,85.8,272.2,1,0.9456282145481263,3,1,1,0,1,0,1,0,1,0,1,1,0,0,1,1,0,True,False,False,False,False,True,False,False,False,False
1,0,1,1,67,1,1,79.7,5293.4,1,1.0087845241243816,6,1,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0,False,False,False,True,False,True,False,False,False,True
1,0,0,0,1,1,0,20.95,20.95,0,1.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,True,False,False,False,False,False,False,False,False
0,1,0,0,1,1,0,50.55,50.55,1,1.0,2,1,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,False,False,False,False,False,False,True,False,False,False
0,1,1,0,32,1,0,79.3,2570.0,0,0.9873929961089494,3,1,1,1,0,0,1,0,1,1,0,0,1,0,1,0,1,True,False,False,False,False,False,True,False,True,False
1,0,1,1,41,1,0,19.5,798.2,0,1.001628664495114,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,True,True,False,False,False,False,False,True,False
1,0,1,0,1,1,1,80.55,80.55,1,1.0,2,1,1,0,1,0,1,0,1,0,1,0,1,1,0,0,1,True,False,False,False,False,True,False,False,False,False
0,0,0,0,1,1,0,44.15,44.15,0,1.0,1,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,False,False,False,False,False,False,False,False,False,False
0,0,1,1,12,1,1,84.5,916.9,1,1.105900316283128,4,1,1,1,0,0,1,1,0,1,0,0,1,0,1,0,1,True,False,False,False,False,True,False,False,False,False
1,0,1,1,62,1,1,105.5,6487.2,0,1.0082932544086818,6,1,1,1,0,1,0,1,0,0,1,0,1,1,0,1,0,True,False,False,False,False,True,False,False,False,True
0,0,0,0,22,1,1,84.3,1855.65,1,0.9994341605367391,3,1,1,0,1,0,1,1,0,0,1,0,1,0,1,1,0,True,False,False,False,False,False,True,True,False,False
0,0,0,1,17,1,1,92.7,1556.85,0,1.0122362462664998,5,1,1,1,0,0,1,1,0,1,0,1,0,0,1,0,1,True,False,False,False,True,False,False,True,False,False
0,0,1,1,72,1,1,26.25,1988.05,0,0.9506803148814165,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,False,True,False,True,False,False,False,False,False,True
1,0,1,1,56,1,1,96.95,5432.2,0,0.9994477375648908,5,1,1,1,0,0,1,1,0,0,1,1,0,1,0,0,1,True,False,False,False,True,False,False,False,False,True
0,0,0,0,9,1,1,20.45,147.55,0,1.2473737716028463,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,True,False,False,True,False,False,False,False,False
1,0,1,0,72,1,1,115.8,8424.9,0,0.9896378592030767,8,1,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,True,False,False,True,False,False,False,False,False,True
1,0,0,0,20,1,1,108.2,2203.7,0,0.9819848436720062,7,1,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,True,False,False,False,False,False,False,True,False,False
1,0,1,1,19,1,0,20.2,387.4,0,0.9907072792978834,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,True,False,True,False,False,True,True,False,False
1,0,0,0,2,1,1,67.75,116.65,1,1.1615945135019288,1,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,True,False,False,False,False,True,False,False,False,False
1,0,0,0,53,0,0,54.9,3045.75,0,0.9553311992120167,4,0,1,0,0,0,1,0,1,1,0,1,0,1,0,1,0,False,False,True,False,True,False,False,False,False,True
0,1,0,0,27,1,1,85.25,2287.25,1,1.0063394906547163,3,1,1,1,0,0,1,0,1,0,1,0,1,0,1,1,0,True,False,False,False,False,True,False,False,True,False
1,0,0,0,6,1,0,20.15,130.5,0,0.9264367816091953,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,True,False,False,False,False,False,False,False,False
1,0,1,1,9,1,1,90.35,767.9,0,1.0589269436124495,4,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,True,False,True,False,False,True,False,False,False,False
0,0,1,1,8,1,0,55.75,446.8,0,0.9982094897045658,3,1,1,1,0,0,1,1,0,0,1,0,1,0,1,0,1,False,False,False,False,False,True,False,False,False,False
0,0,1,1,71,1,0,114.6,8100.25,0,1.004487515817413,8,1,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,True,False,False,True,False,False,False,False,False,True
0,0,0,0,10,1,1,80.05,830.7,1,0.963645118574696,3,1,1,1,0,0,1,1,0,0,1,0,1,0,1,0,1,True,False,False,False,False,False,False,False,False,False
1,0,0,0,1,1,0,20.0,20.0,1,1.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,True,False,False,False,False,True,False,False,False
0,0,1,0,71,0,0,66.8,4689.15,0,1.0114413059936236,6,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,False,False,True,False,False,False,False,False,False,True
1,0,1,0,68,1,1,100.3,6754.35,0,1.0097788832382093,5,1,1,0,1,0,1,1,0,0,1,1,0,1,0,1,0,True,False,True,False,False,True,False,False,False,True
1,0,0,0,34,1,1,105.35,3540.65,0,1.0116504031745581,6,1,1,1,0,0,1,1,0,0,1,1,0,1,0,1,0,True,False,False,False,False,True,False,False,True,False
1,0,0,0,26,1,1,85.2,2184.6,0,1.0140071408953586,4,1,1,0,1,0,1,1,0,1,0,1,0,0,1,0,1,True,False,True,False,False,True,False,False,True,False
0,0,0,0,22,1,1,48.8,1054.6,1,1.0180163095012327,2,1,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,False,False,False,False,True,False,False,True,False,False
1,0,0,0,7,1,1,18.95,130.55,0,1.0160857908847185,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,True,False,False,False,False,True,False,False,False
0,0,1,0,20,1,1,69.8,1540.35,0,0.9062875320544033,1,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,True,False,False,False,False,False,False,True,False,False
0,0,1,0,60,1,1,106.15,6411.25,0,0.9934100214466758,6,1,1,1,0,0,1,1,0,1,0,0,1,1,0,1,0,True,False,False,False,False,True,False,False,False,True
1,0,1,1,72,1,0,20.55,1432.55,0,1.0328435307668145,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,True,False,True,False,True,False,False,False,True
0,1,1,0,72,1,1,105.75,7629.85,0,0.9979226328171589,6,1,1,1,0,0,1,1,0,1,0,0,1,1,0,1,0,True,False,True,False,True,False,False,False,False,True
1,0,0,0,4,1,0,25.25,101.9,0,0.9911678115799804,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,False,True,False,False,False,False,True,False,False,False
1,0,1,1,16,1,0,19.75,313.4,0,1.0082961072112318,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,True,False,False,False,True,False,True,False,False
0,1,1,0,62,1,1,104.85,6312.9,0,1.02974860998907,6,1,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0,True,False,True,False,False,True,False,False,False,True
0,0,0,0,10,1,1,60.95,629.55,0,0.9681518544992456,3,1,1,0,1,0,1,0,1,0,1,1,0,0,1,1,0,False,False,False,False,False,False,True,False,False,False
1,0,0,0,31,1,1,81.15,2640.55,0,0.9526992482626725,3,1,1,1,0,0,1,1,0,0,1,0,1,0,1,0,1,True,False,False,False,False,True,False,False,True,False
0,0,1,0,71,1,0,19.1,1372.45,0,0.9880869977048344,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,True,False,True,True,False,False,False,False,True
1,0,0,0,58,1,0,20.8,1212.25,0,0.9951742627345845,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,True,False,True,False,False,True,False,False,True
1,0,1,1,70,1,1,90.15,6237.05,0,1.011776400702255,8,1,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,False,False,False,True,True,False,False,False,False,True
0,0,1,0,71,1,0,90.1,6310.9,0,1.0136589076043037,8,1,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,False,False,False,True,False,True,False,False,False,True
1,1,0,0,69,1,0,74.1,5031.0,0,1.0162790697674418,6,1,1,1,0,1,0,0,1,1,0,1,0,0,1,1,0,False,False,False,True,True,False,False,False,False,True
0,1,0,0,1,1,1,85.05,85.05,1,1.0,3,1,1,1,0,0,1,0,1,0,1,0,1,0,1,1,0,True,False,False,False,False,True,False,False,False,False
0,0,1,1,72,1,1,118.75,8672.45,0,0.9858805758465023,8,1,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,True,False,False,True,False,False,False,False,False,True
0,0,1,0,26,1,0,85.9,2196.45,0,1.0168226001047145,3,1,1,0,1,0,1,0,1,0,1,1,0,0,1,1,0,True,False,False,False,True,False,False,False,True,False
0,0,1,0,33,1,1,95.0,3008.15,0,1.0421687748283828,5,1,1,1,0,0,1,0,1,1,0,1,0,0,1,1,0,True,False,False,False,True,False,False,False,True,False
0,0,1,1,10,1,0,20.15,220.8,0,0.9125905797101449,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,True,False,True,False,False,True,False,False,False
0,1,0,0,57,1,0,101.3,5779.6,0,0.9990483770503148,6,1,1,1,0,1,0,0,1,1,0,1,0,0,1,1,0,True,False,False,True,True,False,False,False,False,True
0,0,0,0,10,1,1,21.2,222.65,0,0.9521670783741297,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,True,False,False,False,True,False,False,False,False
0,0,1,1,39,1,1,24.2,914.6,0,1.031926525256943,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,False,True,True,False,False,False,True,False,True,False
0,0,0,0,11,1,0,20.3,246.3,0,0.9066179455948031,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,True,False,False,False,False,False,False,False,False
0,0,1,1,21,1,1,102.8,2110.15,1,1.023055233040305,6,1,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,True,False,False,False,False,True,False,True,False,False
0,0,1,1,68,1,0,85.3,5560.0,0,1.0432374100719424,7,1,1,1,0,0,1,1,0,1,0,1,0,1,0,1,0,False,False,False,True,False,False,False,False,False,True
1,0,0,0,18,1,1,89.6,1633.0,0,0.987630128597673,4,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,True,False,True,False,True,False,False,True,False,False
0,0,0,0,6,1,1,99.95,547.65,1,1.0950424541221584,5,1,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,True,False,False,False,False,False,True,False,False,False
1,0,0,0,18,1,0,56.25,969.85,0,1.043975872557612,3,1,1,1,0,1,0,0,1,0,1,0,1,0,1,0,1,False,False,False,False,False,False,True,True,False,False
0,0,1,1,52,1,1,50.95,2610.65,0,1.0148430467508092,2,1,1,0,1,0,1,0,1,1,0,0,1,0,1,0,1,False,False,True,False,False,False,False,False,False,True
1,0,1,1,56,1,0,115.85,6567.9,0,0.9877738698823063,8,1,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,True,False,False,True,False,False,True,False,False,True
